Name	Taste	Smiles	Reference
104-50-7	Sweet	CCCCC1CCC(=O)O1	VirtuousSweetBitter
13679-70-4	Sweet	Cc1ccc(C=O)s1	VirtuousSweetBitter
1-HEPTEN-3-OL	Sweet	C=CC(O)CCCC	VirtuousSweetBitter
1-Hexanol	Sweet	CCCCCCO	VirtuousSweetBitter
1-octanol	Sweet	CCCCCCCCO	VirtuousSweetBitter
1-Octen-3-yl acetate	Sweet	C=CC(CCCCC)OC(C)=O	VirtuousSweetBitter
1-Pentanol	Sweet	CCCCCO	VirtuousSweetBitter
1-Phenyl-2-pentanol	Sweet	CCCC(O)Cc1ccccc1	VirtuousSweetBitter
1-Phenylethyl propionate	Sweet	CCC(=O)OC(C)c1ccccc1	VirtuousSweetBitter
2-(4-methylphenyl)propan-2-ol	Sweet	Cc1ccc(C(C)(C)O)cc1	VirtuousSweetBitter
2-(5-methylfuran-2-yl)butanal	Sweet	CCC(C=O)c1ccc(C)o1	VirtuousSweetBitter
2,3-butanedione	Sweet	CC(=O)C(C)=O	VirtuousSweetBitter
2,3-HEXANEDIONE	Sweet	CCCC(=O)C(C)=O	VirtuousSweetBitter
2,3-PENTANEDIONE	Sweet	CCC(=O)C(C)=O	VirtuousSweetBitter
2,4-Decadien-1-ol	Sweet	CCCCC/C=C/C=C/CO	VirtuousSweetBitter
2,4-Dimethyl-2-pentenoic acid	Sweet	C/C(=C\C(C)C)C(=O)O	VirtuousSweetBitter
2,4-HEXADIEN-1-OL	Sweet	C/C=C/C=C/CO	VirtuousSweetBitter
2,4-HEXADIENAL	Sweet	C/C=C/C=C/C=O	VirtuousSweetBitter
2,6-DIMETHOXYPHENOL	Sweet	COc1cccc(OC)c1O	VirtuousSweetBitter
2,8-Epithio-p-menthane	Sweet	CC1CCC2CC1SC2(C)C	VirtuousSweetBitter
21835-01-8	Sweet	CCC1=C(O)C(=O)CC1	VirtuousSweetBitter
2705-87-5	Sweet	C=CCOC(=O)CCC1CCCCC1	VirtuousSweetBitter
28664-35-9	Sweet	CC1=C(O)C(=O)OC1C	VirtuousSweetBitter
2-Benzylideneheptanal	Sweet	CCCCC/C(C=O)=C/c1ccccc1	VirtuousSweetBitter
2-Butanone	Sweet	CCC(C)=O	VirtuousSweetBitter
2-ETHOXYNAPHTHALENE	Sweet	CCOc1ccc2ccccc2c1	VirtuousSweetBitter
2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone	Sweet	CCC1OC(C)=C(O)C1=O	VirtuousSweetBitter
2-Ethylbutanal	Sweet	CCC(C=O)CC	VirtuousSweetBitter
2-ETHYLBUTYRIC ACID	Sweet	CCC(CC)C(=O)O	VirtuousSweetBitter
2-HEPTANONE	Sweet	CCCCCC(C)=O	VirtuousSweetBitter
2-Hexanoylfuran	Sweet	CCCCCC(=O)c1ccco1	VirtuousSweetBitter
2-Isopropyl-4-methylthiazole	Sweet	Cc1csc(C(C)C)n1	VirtuousSweetBitter
2-Isopropyl-5-methyl-2-hexenal	Sweet	CC(C)C/C=C(/C=O)C(C)C	VirtuousSweetBitter
2-METHYL-2-PENTENAL	Sweet	CC/C=C(\C)C=O	VirtuousSweetBitter
2-Methyl-4-phenyl-2-butanol	Sweet	CC(C)(O)CCc1ccccc1	VirtuousSweetBitter
2-Methylbutanoic acid	Sweet	CCC(C)C(=O)O	VirtuousSweetBitter
2-METHYLBUTYL 2-METHYLBUTYRATE	Sweet	CCC(C)COC(=O)C(C)CC	VirtuousSweetBitter
2-METHYLBUTYL ACETATE	Sweet	CCC(C)COC(C)=O	VirtuousSweetBitter
2-Methylbutyl isovalerate	Sweet	CCC(C)COC(=O)CC(C)C	VirtuousSweetBitter
2-Methylbutyraldehyde	Sweet	CCC(C)C=O	VirtuousSweetBitter
2-Methylpentanal	Sweet	CCCC(C)C=O	VirtuousSweetBitter
2-NONANOL	Sweet	CCCCCCCC(C)O	VirtuousSweetBitter
2-NONANONE	Sweet	CCCCCCCC(C)=O	VirtuousSweetBitter
2-Octen-1-ol, acetate	Sweet	CCCCC/C=C/COC(C)=O	VirtuousSweetBitter
2-Octen-4-one	Sweet	C/C=C/C(=O)CCCC	VirtuousSweetBitter
2-oxobutanoic acid	Sweet	CCC(=O)C(=O)O	VirtuousSweetBitter
2-PENTADECANONE	Sweet	CCCCCCCCCCCCCC(C)=O	VirtuousSweetBitter
2-Pentanone	Sweet	CCCC(C)=O	VirtuousSweetBitter
2-Pentyl butyrate	Sweet	CCCC(=O)OC(C)CCC	VirtuousSweetBitter
2-Phenoxyethyl isobutyrate	Sweet	CC(C)C(=O)OCCOc1ccccc1	VirtuousSweetBitter
2-Phenylethyl hexanoate	Sweet	CCCCCC(=O)OCCc1ccccc1	VirtuousSweetBitter
2-Phenylethyl octanoate	Sweet	CCCCCCCC(=O)OCCc1ccccc1	VirtuousSweetBitter
2-Phenylpropionaldehyde dimethyl acetal	Sweet	COC(OC)C(C)c1ccccc1	VirtuousSweetBitter
2-Undecanone	Sweet	CCCCCCCCCC(C)=O	VirtuousSweetBitter
3-(Methylthio)hexyl acetate	Sweet	CCCC(CCOC(C)=O)SC	VirtuousSweetBitter
3,4-Dimethoxybenzaldehyde	Sweet	COc1ccc(C=O)cc1OC	VirtuousSweetBitter
3,4-Dimethyl-1,2-cyclopentanedione	Sweet	CC1CC(=O)C(=O)C1C	VirtuousSweetBitter
3,4-HEXANEDIONE	Sweet	CCC(=O)C(=O)CC	VirtuousSweetBitter
3,5-Dimethyl-1,2-cyclopentanedione	Sweet	CC1CC(C)C(=O)C1=O	VirtuousSweetBitter
3025-30-7	Sweet	CCCCC/C=C\C=C\C(=O)OCC	VirtuousSweetBitter
3549-23-3	Sweet	COC(=O)Cc1ccc(C(C)(C)C)cc1	VirtuousSweetBitter
3658-77-3	Sweet	CC1=C(O)C(=O)C(C)O1	VirtuousSweetBitter
3-Benzyl-4-heptanone	Sweet	CCCC(=O)C(CC)Cc1ccccc1	VirtuousSweetBitter
3-Ethoxy-4-hydroxybenzaldehyde	Sweet	CCOc1cc(C=O)ccc1O	VirtuousSweetBitter
3-Heptyldihydro-5-methyl-2(3H)-furanone	Sweet	CCCCCCCC1CC(C)OC1=O	VirtuousSweetBitter
3-HEXANONE	Sweet	CCCC(=O)CC	VirtuousSweetBitter
3-Hexenoic acid, methyl ester	Sweet	CC/C=C/CC(=O)OC	VirtuousSweetBitter
3-mercapto-1-hexanol	Sweet	CCCC(S)CCO	VirtuousSweetBitter
3-Mercaptohexyl acetate	Sweet	CCCC(S)CCOC(C)=O	VirtuousSweetBitter
3-Methyl-1-butanol	Sweet	CC(C)CCO	VirtuousSweetBitter
3-METHYL-2-BUTEN-1-OL	Sweet	CC(C)=CCO	VirtuousSweetBitter
3-Methyl-2-butenal	Sweet	CC(C)=CC=O	VirtuousSweetBitter
3-Methylbutyl 2-methylbutanoate	Sweet	CCC(C)C(=O)OCCC(C)C	VirtuousSweetBitter
3-METHYLCYCLOHEXANONE	Sweet	CC1CCCC(=O)C1	VirtuousSweetBitter
3-Methylcyclopentane-1,2-dione	Sweet	CC1CCC(=O)C1=O	VirtuousSweetBitter
3-Methylvaleric acid	Sweet	CCC(C)CC(=O)O	VirtuousSweetBitter
3-Octanone	Sweet	CCCCCC(=O)CC	VirtuousSweetBitter
3-Phenylpropan-1-ol	Sweet	OCCCc1ccccc1	VirtuousSweetBitter
3-Phenylpropanal	Sweet	O=CCCc1ccccc1	VirtuousSweetBitter
3-PROPYLIDENEPHTHALIDE	Sweet	CC/C=C1\OC(=O)c2ccccc21	VirtuousSweetBitter
4-(4-Hydroxyphenyl)-2-butanone	Sweet	CC(=O)CCc1ccc(O)cc1	VirtuousSweetBitter
4-(4-Methoxyphenyl)-2-butanone	Sweet	COc1ccc(CCC(C)=O)cc1	VirtuousSweetBitter
4-Ethyl-2-methoxyphenol	Sweet	CCc1ccc(O)c(OC)c1	VirtuousSweetBitter
4-Formyl-2-methoxyphenyl acetate	Sweet	COc1cc(C=O)ccc1OC(C)=O	VirtuousSweetBitter
4-Heptanone	Sweet	CCCC(=O)CCC	VirtuousSweetBitter
4-hydroxybenzaldehyde	Sweet	O=Cc1ccc(O)cc1	VirtuousSweetBitter
4-Methoxybenzyl acetate	Sweet	COc1ccc(COC(C)=O)cc1	VirtuousSweetBitter
4-Methoxybenzyl formate	Sweet	COc1ccc(COC=O)cc1	VirtuousSweetBitter
4-Methoxycinnamaldehyde	Sweet	COc1ccc(/C=C/C=O)cc1	VirtuousSweetBitter
4-Methoxyphenylacetone	Sweet	COc1ccc(CC(C)=O)cc1	VirtuousSweetBitter
4-Methyl-2-pentanone	Sweet	CC(=O)CC(C)C	VirtuousSweetBitter
4-Methyl-2-pentene-1-al	Sweet	CC(C)/C=C\C=O	VirtuousSweetBitter
4-Methyl-2-pentyl-1,3-dioxolane	Sweet	CCCCCC1OCC(C)O1	VirtuousSweetBitter
4-Methyl-2-phenyl-2-pentenal, (E)+(Z)	Sweet	CC(C)/C=C(/C=O)c1ccccc1	VirtuousSweetBitter
4'-Methylacetophenone	Sweet	CC(=O)c1ccc(C)cc1	VirtuousSweetBitter
4-Methylphenyl dodecanoate	Sweet	CCCCCCCCCCCC(=O)Oc1ccc(C)cc1	VirtuousSweetBitter
4-Propylanisole	Sweet	CCCc1ccc(OC)cc1	VirtuousSweetBitter
4-Vinylphenol	Sweet	C=Cc1ccc(O)cc1	VirtuousSweetBitter
53398-85-9	Sweet	CC/C=C\CCOC(=O)C(C)CC	VirtuousSweetBitter
5-METHYLFURFURAL	Sweet	Cc1ccc(C=O)o1	VirtuousSweetBitter
5-Methylhexane-2,3-dione	Sweet	CC(=O)C(=O)CC(C)C	VirtuousSweetBitter
68527-76-4	Sweet	CCOc1cc(C2OCC(C)O2)ccc1O	VirtuousSweetBitter
698-10-2	Sweet	CCC1OC(=O)C(O)=C1C	VirtuousSweetBitter
6-Deoxyhexose	Sweet	CC(O)C(O)C(O)C(O)C=O	VirtuousSweetBitter
6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol	Sweet	CC(C)=CCCC(C)(O)C1CO1	VirtuousSweetBitter
6-Methylhepta-3,5-dien-2-one	Sweet	CC(=O)/C=C/C=C(C)C	VirtuousSweetBitter
6-Pentyl-2H-pyran-2-one	Sweet	CCCCCc1cccc(=O)o1	VirtuousSweetBitter
77-83-8	Sweet	CCOC(=O)C1OC1(C)c1ccccc1	VirtuousSweetBitter
80417-97-6	Sweet	CC1=C2CCC(C)C=C2OC1=O	VirtuousSweetBitter
AC1O5FOL	Sweet	CC(C)=CC/C=C(\C)CCOC(=O)CC(C)C	VirtuousSweetBitter
AC1OCVZS	Sweet	CC(C)C(=O)OC[C@@H](C)c1ccccc1	VirtuousSweetBitter
acetoin	Sweet	CC(=O)C(C)O	VirtuousSweetBitter
acetone	Sweet	CC(C)=O	VirtuousSweetBitter
Acetyl isobutyryl	Sweet	CC(=O)C(=O)C(C)C	VirtuousSweetBitter
Allyl alpha-ionone	Sweet	C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C	VirtuousSweetBitter
Allyl butyrate	Sweet	C=CCOC(=O)CCC	VirtuousSweetBitter
Allyl heptanoate	Sweet	C=CCOC(=O)CCCCCC	VirtuousSweetBitter
Allyl hexanoate	Sweet	C=CCOC(=O)CCCCC	VirtuousSweetBitter
ALLYL ISOVALERATE	Sweet	C=CCOC(=O)CC(C)C	VirtuousSweetBitter
ALLYL NONANOATE	Sweet	C=CCOC(=O)CCCCCCCC	VirtuousSweetBitter
Allyl octanoate	Sweet	C=CCOC(=O)CCCCCCC	VirtuousSweetBitter
alpha-Angelica lactone	Sweet	CC1=CCC(=O)O1	VirtuousSweetBitter
alpha-Damascone	Sweet	C/C=C/C(=O)C1C(C)=CCCC1(C)C	VirtuousSweetBitter
alpha-Ethylfurylacrolein	Sweet	CC/C(C=O)=C\c1ccco1	VirtuousSweetBitter
ALPHA-IONONE	Sweet	CC(=O)/C=C/C1C(C)=CCCC1(C)C	VirtuousSweetBitter
alpha-Methyl cinnamaldehyde	Sweet	C/C(C=O)=C/c1ccccc1	VirtuousSweetBitter
Benzalacetone	Sweet	CC(=O)/C=C/c1ccccc1	VirtuousSweetBitter
Benzaldehyde dimethyl acetal	Sweet	COC(OC)c1ccccc1	VirtuousSweetBitter
benzyl alcohol	Sweet	OCc1ccccc1	VirtuousSweetBitter
BENZYL BENZOATE	Sweet	O=C(OCc1ccccc1)c1ccccc1	VirtuousSweetBitter
Benzyl butyrate	Sweet	CCCC(=O)OCc1ccccc1	VirtuousSweetBitter
BENZYL CINNAMATE	Sweet	O=C(/C=C/c1ccccc1)OCc1ccccc1	VirtuousSweetBitter
Benzyl formate	Sweet	O=COCc1ccccc1	VirtuousSweetBitter
BENZYL HEXANOATE	Sweet	CCCCCC(=O)OCc1ccccc1	VirtuousSweetBitter
Benzyl isobutyrate	Sweet	CC(C)C(=O)OCc1ccccc1	VirtuousSweetBitter
Benzyl isovalerate	Sweet	CC(C)CC(=O)OCc1ccccc1	VirtuousSweetBitter
BENZYL PROPIONATE	Sweet	CCC(=O)OCc1ccccc1	VirtuousSweetBitter
Benzyl tiglate	Sweet	C/C=C(\C)C(=O)OCc1ccccc1	VirtuousSweetBitter
beta-alanine	Sweet	NCCC(=O)O	VirtuousSweetBitter
beta-Ionol	Sweet	CC1=C(/C=C/C(C)O)C(C)(C)CCC1	VirtuousSweetBitter
BETA-IONONE	Sweet	CC(=O)/C=C/C1=C(C)CCCC1(C)C	VirtuousSweetBitter
Bisabolene	Sweet	CC(C)=CCC/C(C)=C1\CC=C(C)CC1	VirtuousSweetBitter
Butyl acetate	Sweet	CCCCOC(C)=O	VirtuousSweetBitter
BUTYL ANTHRANILATE	Sweet	CCCCOC(=O)c1ccccc1N	VirtuousSweetBitter
Butyl butyrate	Sweet	CCCCOC(=O)CCC	VirtuousSweetBitter
Butyl ethyl malonate	Sweet	CCCCOC(=O)CC(=O)OCC	VirtuousSweetBitter
Butyl hexanoate	Sweet	CCCCCC(=O)OCCCC	VirtuousSweetBitter
Butyl isobutyrate	Sweet	CCCCOC(=O)C(C)C	VirtuousSweetBitter
BUTYL ISOVALERATE	Sweet	CCCCOC(=O)CC(C)C	VirtuousSweetBitter
Butyl pentanoate	Sweet	CCCCOC(=O)CCCC	VirtuousSweetBitter
Butyl phenylacetate	Sweet	CCCCOC(=O)Cc1ccccc1	VirtuousSweetBitter
butyric acid	Sweet	CCCC(=O)O	VirtuousSweetBitter
Buxinol	Sweet	CCCCC/C(=C\c1ccccc1)CO	VirtuousSweetBitter
Cinnamyl acetate	Sweet	CC(=O)OC/C=C/c1ccccc1	VirtuousSweetBitter
Cinnamyl butyrate	Sweet	CCCC(=O)OC/C=C/c1ccccc1	VirtuousSweetBitter
Cinnamyl isobutyrate	Sweet	CC(C)C(=O)OC/C=C/c1ccccc1	VirtuousSweetBitter
Cinnamyl isovalerate	Sweet	CC(C)CC(=O)OC/C=C/c1ccccc1	VirtuousSweetBitter
Cinnamyl propionate	Sweet	CCC(=O)OC/C=C/c1ccccc1	VirtuousSweetBitter
cis-3-Hexenyl acetate	Sweet	CC/C=C\CCOC(C)=O	VirtuousSweetBitter
cis-3-Hexenyl anthranilate	Sweet	CC/C=C\CCOC(=O)c1ccccc1N	VirtuousSweetBitter
cis-3-Hexenyl benzoate	Sweet	CC/C=C\CCOC(=O)c1ccccc1	VirtuousSweetBitter
cis-3-Hexenyl butyrate	Sweet	CC/C=C\CCOC(=O)CCC	VirtuousSweetBitter
cis-3-Hexenyl formate	Sweet	CC/C=C\CCOC=O	VirtuousSweetBitter
cis-3-Hexenyl isobutyrate	Sweet	CC/C=C\CCOC(=O)C(C)C	VirtuousSweetBitter
cis-3-Hexenyl isovalerate	Sweet	CC/C=C\CCOC(=O)CC(C)C	VirtuousSweetBitter
cis-3-Hexenyl lactate	Sweet	CC/C=C\CCOC(=O)C(C)O	VirtuousSweetBitter
cis-5-Octen-1-ol	Sweet	CC/C=C\CCCCO	VirtuousSweetBitter
cis-Carvyl acetate	Sweet	C=C(C)[C@@H]1CC=C(C)[C@H](OC(C)=O)C1	VirtuousSweetBitter
cis-Ethyl crotonate	Sweet	C/C=C\C(=O)OCC	VirtuousSweetBitter
Citronellic acid	Sweet	CC(C)=CCCC(C)CC(=O)O	VirtuousSweetBitter
Citronellyl acetate	Sweet	CC(=O)OCCC(C)CCC=C(C)C	VirtuousSweetBitter
Citronellyl butyrate	Sweet	CCCC(=O)OCCC(C)CCC=C(C)C	VirtuousSweetBitter
Citronellyl formate	Sweet	CC(C)=CCCC(C)CCOC=O	VirtuousSweetBitter
Crotonic acid, isobutyl ester	Sweet	C/C=C\C(=O)OCC(C)C	VirtuousSweetBitter
CYCLOHEXANECARBOXYLIC ACID	Sweet	O=C(O)C1CCCCC1	VirtuousSweetBitter
CYCLOHEXYL ACETATE	Sweet	CC(=O)OC1CCCCC1	VirtuousSweetBitter
Cyclohexyl butyrate	Sweet	CCCC(=O)OC1CCCCC1	VirtuousSweetBitter
CYCLOHEXYL FORMATE	Sweet	O=COC1CCCCC1	VirtuousSweetBitter
CYCLOHEXYL PROPIONATE	Sweet	CCC(=O)OC1CCCCC1	VirtuousSweetBitter
D,D-Neotame	Sweet	COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)O)NCCC(C)(C)C	VirtuousSweetBitter
Damascenone	Sweet	C/C=C/C(=O)C1=C(C)C=CCC1(C)C	VirtuousSweetBitter
Decanal	Sweet	CCCCCCCCCC=O	VirtuousSweetBitter
Decyl butyrate	Sweet	CCCCCCCCCCOC(=O)CCC	VirtuousSweetBitter
Dehydrozingerone	Sweet	COc1cc(/C=C/C(C)=O)ccc1O	VirtuousSweetBitter
DELTA-DECALACTONE	Sweet	CCCCCC1CCCC(=O)O1	VirtuousSweetBitter
DELTA-NONALACTONE	Sweet	CCCCC1CCCC(=O)O1	VirtuousSweetBitter
