Name	Taste	Smiles	Reference
Prodelphinidin C2	Astringent	Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2	https://doi.org/10.3390/molecules28083298
Prodelphinidin B4	Astringent	O=C(O[C@@H]1Cc2c(O)cc(O)c([C@@H]3c4c(O)cc(O)cc4O[C@H](c4cc(O)c(O)c(O)c4)[C@H]3O)c2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	https://doi.org/10.3390/molecules28083298
Prodelphinidin B2	Astringent	Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2	https://doi.org/10.3390/molecules28083298
Prodelphinidin B1	Astringent	Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)[C@@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2	https://doi.org/10.3390/molecules28083298
Prodelphinidin B9	Astringent	Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1cc(O)c(O)c(O)c1)C(O)C2	https://doi.org/10.3390/molecules28083298
Palmitic acid	Astringent	CCCCCCCCCCCCCCCC(=O)O	https://doi.org/10.1016/j.foodchem.2022.133587
oleic acid	Astringent	CCCCCCCC/C=C\CCCCCCCC(=O)O	https://doi.org/10.1016/j.foodchem.2022.133587
Linoleic acid	Astringent	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	https://doi.org/10.1021/acs.jafc.0c04853
(10E,12Z)-9-hydroxyoctadec-10,12-dienoic acid	Astringent	CCCCC/C=C\C=C\[C@@H](O)CCCCCCCC(=O)O	https://doi.org/10.1021/acs.jafc.0c04853
(9Z,11E)-13-hydroxyoctadec-9,11-dienoic acid	Astringent	CCCCC[C@H](O)/C=C/C=C\CCCCCCCC(=O)O	https://doi.org/10.1021/acs.jafc.0c04853
hexadecyl(E/Z)-ferulate	Astringent	CCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1	https://doi.org/10.1021/acs.jafc.0c04853
octadecyl(E/Z)-ferulate	Astringent	CCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1	https://doi.org/10.1021/acs.jafc.0c04853
α-solanine	Astringent	C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1	https://doi.org/10.1021/acs.jafc.0c04853
α-chaconine	Astringent	C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1	https://doi.org/10.1021/acs.jafc.0c04853
Ethyl caffeate	Astringent	CCOC(=O)/C=C/c1ccc(O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
Linocaffein((E)-p-Caffeic acid-4-O-β-D-glucopyranoside)	Astringent	O=C(O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
(E)-Caftaric acid	Astringent	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O	https://doi.org/10.1111/1541-4337.12678
p-Coumaric acid ethyl ester	Astringent	CCOC(=O)/C=C/c1ccc(O)cc1	https://doi.org/10.1111/1541-4337.12678
(E)-p-Coumaric acid-4-O-β-D-glucopyranoside	Astringent	O=C(O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	https://doi.org/10.1111/1541-4337.12678
(Z)-p-Coumaric acid-4-O-β-D-glucopyranoside	Astringent	O=C(O)/C=C\c1ccc(O[C@@H]2OC(CO)[C@H](O)C(O)C2O)cc1	https://doi.org/10.1111/1541-4337.12678
Ferulic acid	Astringent	COc1cc(/C=C/C(=O)O)ccc1O	https://doi.org/10.1111/1541-4337.12678
Ethyl ferulate	Astringent	CCOC(=O)/C=C/c1ccc(O)c(OC)c1	https://doi.org/10.1111/1541-4337.12678
Sinapic acid	Astringent	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O	https://doi.org/10.1111/1541-4337.12678
Ethyl gallate	Astringent	CCOC(=O)c1cc(O)c(O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
Methyl gallate	Astringent	COC(=O)c1cc(O)c(O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
Propyl gallate	Astringent	CCCOC(=O)c1cc(O)c(O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
Ethyl protocatechuate	Astringent	CCOC(=O)c1ccc(O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
Ethyl vanillate	Astringent	CCOC(=O)c1ccc(O)c(OC)c1	https://doi.org/10.1111/1541-4337.12678
Syringic acid	Astringent	COc1cc(C(=O)O)cc(OC)c1O	https://doi.org/10.1111/1541-4337.12678
Ethyl syringate	Astringent	CCOC(=O)c1cc(OC)c(O)c(OC)c1	https://doi.org/10.1111/1541-4337.12678
Salicylic acid	Astringent	O=C(O)c1ccccc1O	https://doi.org/10.1111/1541-4337.12678
Gentisic acid	Astringent	O=C(O)c1cc(O)ccc1O	https://doi.org/10.1111/1541-4337.12678
Syringetin-3-O-β-D-glucopyranoside	Astringent	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)[C@@H](O)C(O)C2O)cc(OC)c1O	https://doi.org/10.1111/1541-4337.12678
Kaempferol	Astringent	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	https://doi.org/10.1111/1541-4337.12678
Quercetin	Astringent	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	https://doi.org/10.1111/1541-4337.12678
Myricetin	Astringent	O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12	https://doi.org/10.1111/1541-4337.12678
Gallocatechin	Astringent	Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2	https://doi.org/10.1111/1541-4337.12678
Gallocatechin gallate	Astringent	O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	https://doi.org/10.1111/1541-4337.12678
(+)-Catechin-6-C-β-D-glucopyranoside	Astringent	OC[C@H]1O[C@@H](c2c(O)cc3c(c2O)C[C@H](O)[C@@H](c2ccc(O)c(O)c2)O3)[C@H](O)[C@@H](O)[C@@H]1O	https://doi.org/10.1111/1541-4337.12678
(+)-Catechin-8-C-β-D-glucopyranoside	Astringent	OCC1O[C@@H](c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)C(O)C(O)[C@H]1O	https://doi.org/10.1111/1541-4337.12678
(−)-Epicatechin-6-C-β-D-glucopyranoside	Astringent	OCC1O[C@@H](c2c(O)cc3c(c2O)CC(O)C(c2ccc(O)c(O)c2)O3)C(O)C(O)[C@H]1O	https://doi.org/10.1111/1541-4337.12678
(−)-Epicatechin-8-C-β-D-glucopyranoside	Astringent	OC[C@H]1O[C@@H](c2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@H](O)C3)[C@H](O)C(O)[C@@H]1O	https://doi.org/10.1111/1541-4337.12678
Procyanidin	Astringent	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(OC1(c3ccc(O)c(O)c3)Oc3cc(O)cc(O)c3C(O)C1O)C2	https://doi.org/10.1111/1541-4337.12678
Castalagin((33β)-Vescalagin)	Astringent	O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1O	https://doi.org/10.1111/1541-4337.12678
Vescalagin	Astringent	O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC([C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)[C@@H]1OC(=O)c2c-4c(O)c(O)c(O)c2[C@H]1O	https://doi.org/10.1111/1541-4337.12678
Punicalagin	Astringent	O=C1O[C@H]2[C@@H]3OC(=O)c4cc(O)c(O)c(O)c4-c4c(O)c(O)c5oc(=O)c6c(c(O)c(O)c7oc(=O)c4c5c76)-c4c(cc(O)c(O)c4O)C(=O)OC[C@H]3OC(O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O	https://doi.org/10.1111/1541-4337.12678
Grandinin	Astringent	O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2[C@H]1C1(O)OC(CO)[C@@H](O)[C@H]1O	https://doi.org/10.1111/1541-4337.12678
Tannic acid	Astringent	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1	https://doi.org/10.1111/1541-4337.12678
Pentagalloylglucose	Astringent	O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	https://doi.org/10.1039/C7FO02030A
epigallocatechin 3-(3-methyl-gallate)	Astringent	COc1cc(C(=O)O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2cc(O)c(O)c(O)c2)cc(O)c1O	https://doi.org/10.1016/j.foodres.2022.111262
epigallocatechin 3-(4-methyl-gallate)	Astringent	COc1c(O)cc(C(=O)O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2cc(O)c(O)c(O)c2)cc1O	https://doi.org/10.1016/j.foodres.2022.111262
theasinensin A	Astringent	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1-c1c([C@H]2Oc3cc(O)cc(O)c3C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1	https://doi.org/10.1016/j.foodres.2022.111262
theasinensin F	Astringent	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)cc1-c1c([C@H]2Oc3cc(O)cc(O)c3C[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1	https://doi.org/10.1016/j.foodres.2022.111262
γ-aminobutyric acid	Astringent	NCCCC(=O)O	https://doi.org/10.1016/j.foodres.2022.111262
apigenin 6-C-arabinoside 8-C-glucoside	Astringent	O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12	https://doi.org/10.1016/j.foodres.2022.111262
apigenin 6-C-glucoside 8-C-arabinoside	Astringent	O=c1cc(-c2ccc(O)cc2)oc2c(C3O[C@@H](CO)[C@H](O)[C@H]3O)c(O)c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12	https://doi.org/10.1016/j.foodres.2022.111262
quercetin-3-O-galactosyl-rutinoside	Astringent	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	https://doi.org/10.1016/j.foodres.2022.111262
kaempferol-3-O-galactosyl-rutinoside	Astringent	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	https://doi.org/10.1016/j.foodres.2022.111262
pyranomalvidin-3-glucoside	Astringent	COc1cc(-c2oc3cc(=[OH+])cc4occc(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c43)cc(OC)c1O	https://doi.org/10.1016/j.foodchem.2017.02.030
pyranomalvidin-3-glucoside-catechol	Astringent	COc1cc(-c2[o+]c3cc(O)cc4c3c(c2OC2OC(CO)C(O)C(O)C2O)C=C(c2ccc(O)c(O)c2)O4)cc(OC)c1O	https://doi.org/10.1016/j.foodchem.2017.02.030
pyranomalvidin-3-glucoside-epicatechin	Astringent	COc1cc(-c2[o+]c3cc(O)cc4c3c(c2OC2OC(CO)C(O)C(O)C2O)C=C(c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O4)cc(OC)c1O	https://doi.org/10.1016/j.foodchem.2017.02.030
Theaflavin	Astringent	O=c1c(O)cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc2c([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)cc(O)c(O)c12	https://doi.org/10.1021/jf049802u
theaflavic acid	Astringent	O=C(O)c1cc(=O)c(O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1	https://doi.org/10.1021/jf049802u
theaflavin-3-gallate	Astringent	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(=O)c(O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)c2c1)c1cc(O)c(O)c(O)c1	https://doi.org/10.1021/jf049802u
theaflavin-3‘-gallate	Astringent	O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1C1CCC(=O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)c2C1)c1cc(O)c(O)c(O)c1	https://doi.org/10.1021/jf049802u
theaflavin-3,3‘-digallate	Astringent	O=C(Oc1cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc2c([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)cc(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2c1=O)c1cc(O)c(O)c(O)c1	https://doi.org/10.1021/jf049802u
kaempferol-3-O-[β-d-glucopyranosyl-(1→3)-O-α-l-rhamnopyranosyl-(1→6)-O-β-d-glucopyranoside]	Astringent	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	https://doi.org/10.1021/jf049802u
kaempferol-3-O-[β-d-glucopyranosyl-(1→3)-O-α-l-rhamnopyranosyl-(1→6)-O-β-d-galactopyranoside]	Astringent	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	https://doi.org/10.1021/jf049802u
quercetin-3-O-[α-lrhamnopyranosyl-(1→6)-β-d-glucopyranoside]	Astringent	CC1OC(OCC2OC(Oc3c(-c4cc(O)c(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	https://doi.org/10.1021/jf049802u
myricetin-3-O-[α-l-rhamnopyranosyl-(1→6)-β-d-glucopyranoside]	Astringent	CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(OC2CC(CO)C(O)C(O)C2O)C1O	https://doi.org/10.1021/jf049802u
apigenin-8-C-[α-l-rhamnopyranosyl-(1→2)-O-β-d-glucopyranoside]	Astringent	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(OC2CC(CO)C(O)C(O)C2O)C1O	https://doi.org/10.1021/jf049802u
α-Phenethyl alcohol	Astringent	OCCc1ccccc1	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
Ethyl lactate	Astringent	CCOC(=O)C(C)O	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
furfural	Astringent	O=Cc1ccco1	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
Isoamyl alcohol	Astringent	CC(C)CCO	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
Isobutanol	Astringent	CC(C)CO	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
N-butanol	Astringent	CCCCO	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
N-propanol	Astringent	CCCO	https://doi.org/10.13995/j.cnki.11-1802/ts.016822
oxalate	Astringent	O=C([O-])C(=O)[O-]	https://doi.org/10.7506/spkx1002-6630-201705027
kaempferol-3-O-β-d-glucopyranoside	Astringent	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	https://doi.org/CNKI:CDMD:2.1016.258162
kaempferol-3-O-β-d-galactopyranoside	Astringent	COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@H]2O[C@H](CO)[C@H](O)C(O)C2O)cc1	https://doi.org/CNKI:CDMD:2.1016.258162
neochlorogenic	Astringent	O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O	https://doi.org/10.13925/j.cnki.gsxb.20220686
3-Carboxymethyl-indole-1-N-β--D-glucopyranoside	Astringent	O=C(O)Cc1cn(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc12	https://doi.org/10.7668/hbnxb.20193349
formic acid	Astringent	O=CO	https://doi.org/10.7668/hbnxb.20193349
Leucoanthocyanidin	Astringent	Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2O	https://doi.org/10.7668/hbnxb.20193349
catechol	Astringent	Oc1ccccc1O	https://doi.org/10.1021/jf050294d
theanine	Astringent	CCNC(=O)CC[C@H](N)C(=O)O	https://doi.org/10.1021/jf050294d
fumaric acid	Astringent	O=C(O)/C=C/C(=O)O	https://doi.org/10.1021/jf050294d
poly(β-(1→4)-d-glucosamine)	Astringent	COC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](N)[C@H](O[C@H]3[C@H](O)[C@@H](N)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7N)[C@H](O)[C@H]6N)[C@H](O)[C@H]5N)[C@H](O)[C@H]4N)[C@H](O)[C@H]3N)[C@H](O)[C@H]2N)[C@@H]1O	https://doi.org/10.1021/acs.jafc.7b00436
epigallocatechin-3-gallate	Astringent	O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1	https://doi.org/10.1021/jf050294d
catechin-3-gallate	Astringent	O=C(O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1	https://doi.org/10.1021/jf050294d
(+)-N-[(E)-cinnamoyl]-l-aspartic acid (10)	Astringent	O=C(O)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)O	https://doi.org/10.1021/jf050458q
(−)-N-[3‘,4‘-dihydroxy-(E)-cinnamoyl]-l-glutamic acid (2)	Astringent	O=C(O)CC[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O	https://doi.org/10.1021/jf050458q
(+)-N-[4‘-hydroxy-(E)-cinnamoyl]-l-aspartic acid (5)	Astringent	O=C(O)C[C@H](NC(=O)/C=C/c1ccc(O)cc1)C(=O)O	https://doi.org/10.1021/jf050458q
(+)-N-[3‘,4‘-dihydroxy-(E)-cinnamoyl]-l-aspartic acid (1)	Astringent	O=C(O)C[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O	https://doi.org/10.1021/jf050458q
(+)-N-[3‘,4‘-dihydroxy-(Z)-cinnamoyl]-l-aspartic acid (12)	Astringent	O=C(O)CC(NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)O	https://doi.org/10.1021/jf050458q
(−)-N-[4‘-hydroxy-(E)-cinnamoyl]-l-glutamic acid (6)	Astringent	O=C(O)CC[C@H](NC(=O)/C=C/c1ccc(O)cc1)C(=O)O	https://doi.org/10.1021/jf050458q
(−)-N-[4‘-hydroxy-(E)-cinnamoyl]-l-tyrosine (8)	Astringent	O=C(/C=C/c1ccc(O)cc1)NC(Cc1ccc(O)cc1)C(=O)O	https://doi.org/10.1021/jf050458q
(−)-N-[3‘,4‘-dihydroxy-(E)-cinnamoyl]-l-tyrosine (4)	Astringent	O=C(/C=C/c1ccc(O)c(O)c1)NC(Cc1ccc(O)cc1)C(=O)O	https://doi.org/10.1021/jf050458q
